# 2D brain simulation: Stokes pressure variance in radial direction as a function of fluid path width
#
# --- Brain parameters (fixed) --- #
# lc = 1.000000e-03 
# arcLen = 0.100000 m
# r_brain = 0.010000 m
# d_ratio = NaN
# r_curv = 0.150000 m
# BS_points = 100
# field_Lc_lim = (0.500000, 1.000000) 
# field_Dist_lim = (0.001000, 0.005000) m 
#
# --- PDE parameters (fixed=) --- #
# μ = 8.000000e-04 Pa*s
# Κ = 1.000000e-16 m^2
#
# --- Sampling --- #
# num_samples = 5
# num_rad_lines = 10
# width = [5.000e-03, 3.875e-03, 2.750e-03, 1.625e-03, 5.000e-04]
#
# --- Data --- #
# mean_pos_x, mean_pos_y, rad_len, variance
-3.973044e-02, -3.973044e-02, 5.000000e-03, 7.925397e-12
-3.105377e-02, -3.105377e-02, 5.000000e-03, 1.138733e-11
-2.226307e-02, -2.226307e-02, 5.000000e-03, 3.537855e-12
-1.339063e-02, -1.339063e-02, 5.000000e-03, 1.382932e-11
-4.469013e-03, -4.469013e-03, 5.000000e-03, 7.203181e-12
4.469013e-03, 4.469013e-03, 5.000000e-03, 7.154256e-12
1.339063e-02, 1.339063e-02, 5.000000e-03, 1.526992e-11
2.226307e-02, 2.226307e-02, 5.000000e-03, 5.301135e-11
3.105377e-02, 3.105377e-02, 5.000000e-03, 1.975112e-10
3.973044e-02, 3.973044e-02, 5.000000e-03, 2.954117e-10
-3.988195e-02, -3.988195e-02, 3.875000e-03, 1.032603e-12
-3.117220e-02, -3.117220e-02, 3.875000e-03, 4.993891e-12
-2.234798e-02, -2.234798e-02, 3.875000e-03, 2.247957e-12
-1.344169e-02, -1.344169e-02, 3.875000e-03, 1.110298e-12
-4.486056e-03, -4.486056e-03, 3.875000e-03, 8.183105e-12
4.486056e-03, 4.486056e-03, 3.875000e-03, 2.907522e-12
1.344169e-02, 1.344169e-02, 3.875000e-03, 6.740641e-12
2.234798e-02, 2.234798e-02, 3.875000e-03, 5.006880e-11
3.117220e-02, 3.117220e-02, 3.875000e-03, 8.846946e-11
3.988195e-02, 3.988195e-02, 3.875000e-03, 2.627023e-10
-4.003347e-02, -4.003347e-02, 2.750000e-03, 1.027379e-12
-3.129062e-02, -3.129062e-02, 2.750000e-03, 3.866982e-12
-2.243288e-02, -2.243288e-02, 2.750000e-03, 2.319175e-12
-1.349276e-02, -1.349276e-02, 2.750000e-03, 3.049051e-12
-4.503099e-03, -4.503099e-03, 2.750000e-03, 5.608333e-12
4.503099e-03, 4.503099e-03, 2.750000e-03, 2.276622e-12
1.349276e-02, 1.349276e-02, 2.750000e-03, 7.526559e-12
2.243288e-02, 2.243288e-02, 2.750000e-03, 4.345067e-11
3.129062e-02, 3.129062e-02, 2.750000e-03, 4.478502e-11
4.003347e-02, 4.003347e-02, 2.750000e-03, 1.704455e-10
-4.018498e-02, -4.018498e-02, 1.625000e-03, 2.525831e-13
-3.140905e-02, -3.140905e-02, 1.625000e-03, 8.520971e-13
-2.251778e-02, -2.251778e-02, 1.625000e-03, 3.170181e-12
-1.354383e-02, -1.354383e-02, 1.625000e-03, 5.899593e-13
-4.520141e-03, -4.520141e-03, 1.625000e-03, 2.523736e-12
4.520141e-03, 4.520141e-03, 1.625000e-03, 4.019560e-12
1.354383e-02, 1.354383e-02, 1.625000e-03, 2.288040e-12
2.251778e-02, 2.251778e-02, 1.625000e-03, 2.254991e-11
3.140905e-02, 3.140905e-02, 1.625000e-03, 1.721489e-11
4.018498e-02, 4.018498e-02, 1.625000e-03, 9.587960e-11
-4.033650e-02, -4.033650e-02, 5.000000e-04, 7.671997e-16
-3.152747e-02, -3.152747e-02, 5.000000e-04, 1.632653e-13
-2.260268e-02, -2.260268e-02, 5.000000e-04, 7.997083e-13
-1.359489e-02, -1.359489e-02, 5.000000e-04, 4.150941e-15
-4.537184e-03, -4.537184e-03, 5.000000e-04, 9.525050e-13
4.537184e-03, 4.537184e-03, 5.000000e-04, 1.371615e-12
1.359489e-02, 1.359489e-02, 5.000000e-04, 1.271232e-14
2.260268e-02, 2.260268e-02, 5.000000e-04, 5.686838e-12
3.152747e-02, 3.152747e-02, 5.000000e-04, 3.306095e-12
4.033650e-02, 4.033650e-02, 5.000000e-04, 7.671734e-14
